TA-00183,183,2.1785714286
TA-00186,186,2.1882352941
TA-00190,190,2.2093023256
TA-00198,198,2.275862069
TA-00199,199,2.2613636364
TA-00201,201,2.2584269663
TA-00204,204,2.2666666667
TA-00205,205,2.2527472527
TA-00206,206,2.2391304348
TA-00207,207,2.2258064516
TA-00211,211,2.2446808511
TA-00213,213,2.2421052632
TA-00214,214,2.2291666667
TA-00215,215,2.2164948454
TA-00216,216,2.2040816327
TA-00218,218,2.202020202
TA-00219,219,2.19
TA-00222,222,2.198019802
TA-00228,228,2.2352941176
TA-00229,229,2.2233009709
TA-00230,230,2.2115384615
TA-00239,239,2.2761904762
TA-00242,242,2.2830188679
TA-00243,243,2.2710280374
TA-00248,248,2.2962962963
TA-00249,249,2.2844036697
TA-00252,252,2.2909090909
TA-00253,253,2.2792792793
TA-00254,254,2.2678571429
TA-00264,264,2.3362831858
TA-00268,268,2.350877193
TA-00269,269,2.3391304348
TA-00270,270,2.3275862069
TA-00271,271,2.3162393162
TA-00272,272,2.3050847458
TA-00274,274,2.3025210084
TA-00275,275,2.2916666667
TA-00277,277,2.2892561983
TA-00278,278,2.2786885246
TA-00280,280,2.2764227642
TA-00282,282,2.2741935484
TA-00283,283,2.264
TA-00285,285,2.2619047619
TA-00293,293,2.3070866142
TA-00294,294,2.296875
TA-00295,295,2.2868217054
TA-00296,296,2.2769230769
TA-00297,297,2.2671755725
TA-00300,300,2.2727272727
TA-00304,304,2.2857142857
TA-00306,306,2.2835820896
TA-00308,308,2.2814814815
TA-00309,309,2.2720588235
TA-00312,312,2.2773722628
TA-00314,314,2.2753623188
TA-00315,315,2.2661870504
TA-00316,316,2.2571428571
TA-00320,320,2.2695035461
TA-00321,321,2.2605633803
TA-00322,322,2.2517482517
TA-00323,323,2.2430555556
TA-00324,324,2.2344827586
TA-00325,325,2.2260273973
TA-00327,327,2.2244897959
TA-00330,330,2.2297297297
TA-00331,331,2.2214765101
TA-00332,332,2.2133333333
TA-00334,334,2.2119205298
TA-00335,335,2.2039473684
TA-00338,338,2.2091503268
TA-00348,348,2.2597402597
TA-00349,349,2.2516129032
TA-00350,350,2.2435897436
TA-00351,351,2.2356687898
TA-00353,353,2.2341772152
TA-00354,354,2.2264150943
TA-00356,356,2.225
TA-00358,358,2.2236024845
TA-00362,362,2.2345679012
TA-00363,363,2.226993865
TA-00365,365,2.2256097561
TA-00366,366,2.2181818182
TA-00367,367,2.2108433735
TA-00370,370,2.2155688623
TA-00371,371,2.2083333333
TA-00372,372,2.201183432
TA-00373,373,2.1941176471
TA-00374,374,2.1871345029
TA-00375,375,2.1802325581
TA-00376,376,2.1734104046
TA-00378,378,2.1724137931
TA-00383,383,2.1885714286
TA-00384,384,2.1818181818
TA-00385,385,2.1751412429
TA-00386,386,2.1685393258
TA-00393,393,2.1955307263
TA-00394,394,2.1888888889
TA-00398,398,2.1988950276
TA-00400,400,2.1978021978
TA-00402,402,2.1967213115
TA-00403,403,2.1902173913
TA-00408,408,2.2054054054
TA-00412,412,2.2150537634
TA-00414,414,2.2139037433
TA-00416,416,2.2127659574
TA-00417,417,2.2063492063
TA-00418,418,2.2
TA-00420,420,2.1989528796
TA-00421,421,2.1927083333
TA-00422,422,2.1865284974
TA-00424,424,2.1855670103
TA-00425,425,2.1794871795
TA-00426,426,2.1734693878
TA-00429,429,2.1776649746
TA-00430,430,2.1717171717
TA-00434,434,2.1809045226
TA-00436,436,2.18
TA-00440,440,2.1890547264
TA-00441,441,2.1831683168
TA-00446,446,2.197044335
TA-00447,447,2.1911764706
TA-00448,448,2.1853658537
TA-00449,449,2.1796116505
TA-00452,452,2.1835748792
TA-00453,453,2.1778846154
TA-00454,454,2.1722488038
TA-00455,455,2.1666666667
TA-00458,458,2.1706161137
TA-00461,461,2.1745283019
TA-00462,462,2.1690140845
TA-00463,463,2.1635514019
TA-00465,465,2.1627906977
TA-00469,469,2.1712962963
TA-00471,471,2.1705069124
TA-00472,472,2.1651376147
TA-00473,473,2.1598173516
TA-00474,474,2.1545454545
TA-00485,485,2.1945701357
TA-00486,486,2.1891891892
TA-00487,487,2.1838565022
TA-00488,488,2.1785714286
TA-00489,489,2.1733333333
TA-00492,492,2.1769911504
TA-00493,493,2.1718061674
TA-00494,494,2.1666666667
TA-00495,495,2.1615720524
TA-00497,497,2.1608695652
TA-00500,500,2.1645021645
TA-00501,501,2.1594827586
TA-00503,503,2.1587982833
TA-00506,506,2.1623931624
TA-00511,511,2.1744680851
TA-00513,513,2.1737288136
TA-00517,517,2.1814345992
TA-00518,518,2.1764705882
TA-00520,520,2.1757322176
TA-00522,522,2.175
TA-00527,527,2.1867219917
TA-00528,528,2.1818181818
TA-00529,529,2.1769547325
TA-00530,530,2.1721311475
TA-00533,533,2.1755102041
TA-00534,534,2.1707317073
TA-00540,540,2.1862348178
TA-00541,541,2.1814516129
TA-00542,542,2.1767068273
TA-00544,544,2.176
TA-00546,546,2.1752988048
TA-00548,548,2.1746031746
TA-00554,554,2.1897233202
TA-00562,562,2.2125984252
TA-00566,566,2.2196078431
TA-00567,567,2.21484375
TA-00569,569,2.2140077821
TA-00571,571,2.2131782946
TA-00586,586,2.2625482625
TA-00587,587,2.2576923077
TA-00590,590,2.2605363985
TA-00601,601,2.2938931298
TA-00604,604,2.2965779468
TA-00608,608,2.303030303
TA-00610,610,2.3018867925
TA-00612,612,2.3007518797
TA-00615,615,2.3033707865
TA-00617,617,2.302238806
TA-00619,619,2.3011152416
TA-00621,621,2.3
TA-00623,623,2.2988929889
TA-00637,637,2.3419117647
TA-00638,638,2.336996337
TA-00641,641,2.3394160584
TA-00642,642,2.3345454545
TA-00647,647,2.3442028986
TA-00651,651,2.3501805054
TA-00653,653,2.3489208633
TA-00655,655,2.3476702509
TA-00656,656,2.3428571429
TA-00657,657,2.3380782918
TA-00662,662,2.3475177305
TA-00665,665,2.3498233216
TA-00667,667,2.3485915493
TA-00668,668,2.3438596491
TA-00670,670,2.3426573427
TA-00672,672,2.3414634146
TA-00674,674,2.3402777778
TA-00675,675,2.3356401384
TA-00678,678,2.3379310345
TA-00679,679,2.3333333333
TA-00681,681,2.3321917808
TA-00688,688,2.3481228669
TA-00691,691,2.3503401361
TA-00692,692,2.3457627119
TA-00694,694,2.3445945946
TA-00695,695,2.3400673401
TA-00696,696,2.3355704698
TA-00697,697,2.3311036789
TA-00702,702,2.34
TA-00703,703,2.3355481728
TA-00704,704,2.3311258278
TA-00711,711,2.3465346535
TA-00715,715,2.3519736842
TA-00716,716,2.3475409836
TA-00717,717,2.3431372549
TA-00719,719,2.342019544
TA-00721,721,2.3409090909
TA-00724,724,2.3430420712
TA-00729,729,2.3516129032
TA-00730,730,2.347266881
TA-00731,731,2.3429487179
TA-00736,736,2.3514376997
TA-00737,737,2.347133758
TA-00740,740,2.3492063492
TA-00741,741,2.3449367089
TA-00742,742,2.3406940063
TA-00746,746,2.3459119497
TA-00747,747,2.34169279
TA-00749,749,2.340625
TA-00754,754,2.3489096573
TA-00759,759,2.3571428571
TA-00761,761,2.3560371517
TA-00763,763,2.3549382716
TA-00764,764,2.3507692308
TA-00765,765,2.3466257669
TA-00768,768,2.3486238532
TA-00770,770,2.3475609756
TA-00771,771,2.3434650456
TA-00772,772,2.3393939394
TA-00774,774,2.3383685801
TA-00775,775,2.3343373494
TA-00776,776,2.3303303303
TA-00779,779,2.3323353293
TA-00783,783,2.3373134328
TA-00787,787,2.3422619048
TA-00790,790,2.3442136499
TA-00793,793,2.3461538462
TA-00798,798,2.3539823009
TA-00801,801,2.3558823529
TA-00803,803,2.3548387097
TA-00804,804,2.350877193
TA-00808,808,2.3556851312
TA-00810,810,2.3546511628
TA-00816,816,2.3652173913
TA-00817,817,2.3612716763
TA-00818,818,2.3573487032
TA-00819,819,2.3534482759
TA-00821,821,2.3524355301
TA-00827,827,2.3628571429
TA-00830,830,2.3646723647
TA-00832,832,2.3636363636
TA-00834,834,2.3626062323
TA-00842,842,2.3785310734
TA-00847,847,2.385915493
TA-00850,850,2.3876404494
TA-00852,852,2.3865546218
TA-00856,856,2.3910614525
TA-00859,859,2.3927576602
TA-00860,860,2.3888888889
TA-00863,863,2.3905817175
TA-00864,864,2.3867403315
TA-00869,869,2.3939393939
TA-00870,870,2.3901098901
TA-00875,875,2.397260274
TA-00883,883,2.412568306
TA-00885,885,2.4114441417
TA-00886,886,2.4076086957
TA-00888,888,2.406504065
TA-00890,890,2.4054054054
TA-00891,891,2.4016172507
TA-00902,902,2.4247311828
TA-00903,903,2.4209115282
TA-00905,905,2.4197860963
TA-00911,911,2.4293333333
TA-00912,912,2.4255319149
TA-00914,914,2.424403183
TA-00922,922,2.4391534392
TA-00923,923,2.4353562005
TA-00924,924,2.4315789474
TA-00926,926,2.4304461942
TA-00928,928,2.4293193717
TA-00930,930,2.4281984334
TA-00932,932,2.4270833333
TA-00934,934,2.425974026
TA-00935,935,2.4222797927
TA-00936,936,2.4186046512
TA-00941,941,2.425257732
TA-00942,942,2.4215938303
TA-00943,943,2.4179487179
TA-00955,955,2.442455243
TA-00958,958,2.443877551
TA-00963,963,2.4503816794
TA-00965,965,2.4492385787
TA-00966,966,2.4455696203
TA-00967,967,2.4419191919
TA-00968,968,2.4382871537
TA-00969,969,2.4346733668
TA-00970,970,2.4310776942
TA-00975,975,2.4375
TA-00981,981,2.4463840399
TA-00982,982,2.4427860697
TA-00983,983,2.4392059553
TA-00984,984,2.4356435644
TA-00985,985,2.4320987654
TA-00986,986,2.4285714286
TA-00988,988,2.4275184275
TA-00989,989,2.4240196078
TA-00991,991,2.4229828851
TA-00993,993,2.4219512195
TA-00994,994,2.4184914842
TA-00995,995,2.4150485437
TA-00996,996,2.411622276
TA-00998,998,2.4106280193
TA-01000,1000,2.4096385542
TA-01001,1001,2.40625
TA-01007,1007,2.4148681055
TA-01010,1010,2.4162679426
TA-01012,1012,2.415274463
TA-01017,1017,2.4214285714
TA-01022,1022,2.4275534442
TA-01023,1023,2.4241706161
TA-01024,1024,2.4208037825
TA-01029,1029,2.4268867925
TA-01031,1031,2.4258823529
TA-01033,1033,2.4248826291
TA-01034,1034,2.4215456674
TA-01037,1037,2.4228971963
TA-01039,1039,2.4219114219
TA-01040,1040,2.4186046512
TA-01042,1042,2.4176334107
TA-01044,1044,2.4166666667
TA-01045,1045,2.4133949192
TA-01047,1047,2.4124423963
TA-01048,1048,2.4091954023
TA-01054,1054,2.4174311927
TA-01056,1056,2.4164759725
TA-01057,1057,2.4132420091
TA-01061,1061,2.416856492
TA-01062,1062,2.4136363636
TA-01066,1066,2.4172335601
TA-01067,1067,2.4140271493
TA-01068,1068,2.4108352144
TA-01069,1069,2.4076576577
TA-01071,1071,2.406741573
TA-01072,1072,2.4035874439
TA-01074,1074,2.4026845638
TA-01077,1077,2.4040178571
TA-01083,1083,2.4120267261
TA-01085,1085,2.4111111111
TA-01086,1086,2.4079822616
TA-01087,1087,2.4048672566
TA-01089,1089,2.4039735099
TA-01090,1090,2.4008810573
TA-01091,1091,2.3978021978
TA-01094,1094,2.399122807
TA-01096,1096,2.398249453
TA-01097,1097,2.3951965066
TA-01098,1098,2.3921568627
TA-01102,1102,2.3956521739
TA-01104,1104,2.3947939262
TA-01105,1105,2.3917748918
TA-01108,1108,2.3930885529
TA-01109,1109,2.3900862069
TA-01110,1110,2.3870967742
TA-01111,1111,2.3841201717
TA-01113,1113,2.3832976445
TA-01117,1117,2.3867521368
TA-01118,1118,2.3837953092
TA-01124,1124,2.3914893617
TA-01125,1125,2.3885350318
TA-01131,1131,2.3961864407
TA-01134,1134,2.3974630021
TA-01136,1136,2.3966244726
TA-01140,1140,2.4
TA-01144,1144,2.4033613445
TA-01146,1146,2.4025157233
TA-01148,1148,2.4016736402
TA-01151,1151,2.4029227557
TA-01152,1152,2.4
TA-01153,1153,2.3970893971
TA-01154,1154,2.3941908714
TA-01158,1158,2.397515528
TA-01159,1159,2.3946280992
TA-01160,1160,2.3917525773
TA-01161,1161,2.3888888889
TA-01162,1162,2.386036961
TA-01163,1163,2.3831967213
TA-01164,1164,2.3803680982
TA-01167,1167,2.3816326531
TA-01169,1169,2.3808553971
TA-01170,1170,2.3780487805
TA-01171,1171,2.3752535497
TA-01172,1172,2.3724696356
TA-01173,1173,2.3696969697
TA-01174,1174,2.3669354839
TA-01181,1181,2.3762575453
TA-01182,1182,2.3734939759
TA-01186,1186,2.376753507
TA-01187,1187,2.374
TA-01188,1188,2.371257485
TA-01189,1189,2.3685258964
TA-01191,1191,2.3677932406
TA-01194,1194,2.369047619
TA-01195,1195,2.3663366337
TA-01197,1197,2.3656126482
TA-01198,1198,2.3629191321
TA-01199,1199,2.3602362205
TA-01202,1202,2.3614931238
TA-01205,1205,2.362745098
TA-01219,1219,2.385518591
TA-01227,1227,2.396484375
TA-01228,1228,2.3937621832
TA-01229,1229,2.3910505837
TA-01230,1230,2.3883495146
TA-01231,1231,2.3856589147
TA-01236,1236,2.3907156673
TA-01241,1241,2.3957528958
TA-01242,1242,2.3930635838
TA-01243,1243,2.3903846154
TA-01247,1247,2.3934740883
TA-01248,1248,2.3908045977
TA-01250,1250,2.3900573614
TA-01251,1251,2.3874045802
TA-01252,1252,2.3847619048
TA-01253,1253,2.3821292776
TA-01257,1257,2.385199241
TA-01259,1259,2.384469697
TA-01264,1264,2.3894139887
TA-01267,1267,2.3905660377
TA-01268,1268,2.3879472693
TA-01270,1270,2.3872180451
TA-01273,1273,2.3883677298
TA-01274,1274,2.3857677903
TA-01278,1278,2.3887850467
TA-01279,1279,2.3861940299
TA-01282,1282,2.3873370577
TA-01286,1286,2.3903345725
TA-01287,1287,2.387755102
TA-01290,1290,2.3888888889
TA-01292,1292,2.3881700555
TA-01293,1293,2.3856088561
TA-01296,1296,2.3867403315
TA-01301,1301,2.3915441176
TA-01302,1302,2.3889908257
TA-01303,1303,2.3864468864
TA-01305,1305,2.3857404022
TA-01306,1306,2.3832116788
TA-01307,1307,2.3806921676
TA-01312,1312,2.3854545455
TA-01316,1316,2.388384755
TA-01317,1317,2.3858695652
TA-01319,1319,2.3851717902
TA-01322,1322,2.3862815884
TA-01323,1323,2.3837837838
TA-01325,1325,2.3830935252
TA-01327,1327,2.3824057451
TA-01329,1329,2.3817204301
TA-01333,1333,2.3846153846
TA-01334,1334,2.3821428571
TA-01335,1335,2.3796791444
TA-01336,1336,2.3772241993
TA-01341,1341,2.3818827709
TA-01343,1343,2.3812056738
TA-01349,1349,2.3876106195
TA-01350,1350,2.3851590106
TA-01352,1352,2.3844797178
TA-01353,1353,2.3820422535
TA-01356,1356,2.3831282953
TA-01357,1357,2.3807017544
TA-01358,1358,2.3782837128
TA-01360,1360,2.3776223776
TA-01362,1362,2.3769633508
TA-01363,1363,2.3745644599
TA-01364,1364,2.372173913
TA-01365,1365,2.3697916667
TA-01366,1366,2.3674176776
TA-01367,1367,2.3650519031
TA-01369,1369,2.3644214162
TA-01376,1376,2.3724137931
TA-01380,1380,2.3752151463
TA-01381,1381,2.3728522337
TA-01383,1383,2.372212693
TA-01385,1385,2.3715753425
TA-01386,1386,2.3692307692
TA-01387,1387,2.366894198
TA-01392,1392,2.3713798978
TA-01393,1393,2.369047619
TA-01394,1394,2.3667232598
TA-01396,1396,2.3661016949
TA-01401,1401,2.3705583756
TA-01404,1404,2.3716216216
TA-01407,1407,2.3726812816
TA-01410,1410,2.3737373737
TA-01411,1411,2.3714285714
TA-01413,1413,2.3708053691
TA-01415,1415,2.3701842546
TA-01416,1416,2.3678929766
TA-01422,1422,2.3739565943
TA-01423,1423,2.3716666667
TA-01424,1424,2.3693843594
TA-01425,1425,2.3671096346
TA-01430,1430,2.3714759536
TA-01431,1431,2.369205298
TA-01433,1433,2.3685950413
TA-01434,1434,2.3663366337
TA-01435,1435,2.3640856672
TA-01436,1436,2.3618421053
TA-01437,1437,2.3596059113
TA-01438,1438,2.3573770492
TA-01441,1441,2.3584288052
TA-01443,1443,2.3578431373
TA-01444,1444,2.3556280587
TA-01449,1449,2.3599348534
TA-01450,1450,2.3577235772
TA-01452,1452,2.3571428571
TA-01453,1453,2.3549432739
TA-01455,1455,2.354368932
TA-01459,1459,2.3570274637
TA-01460,1460,2.3548387097
TA-01462,1462,2.3542673108
TA-01464,1464,2.3536977492
TA-01465,1465,2.3515248796
TA-01467,1467,2.3509615385
TA-01468,1468,2.3488
TA-01469,1469,2.3466453674
TA-01470,1470,2.3444976077
TA-01471,1471,2.3423566879
TA-01472,1472,2.3402225755
TA-01473,1473,2.3380952381
TA-01475,1475,2.3375594295
TA-01478,1478,2.3386075949
TA-01479,1479,2.336492891
TA-01480,1480,2.334384858
TA-01481,1481,2.3322834646
TA-01484,1484,2.3333333333
TA-01488,1488,2.3359497645
TA-01490,1490,2.3354231975
TA-01492,1492,2.3348982786
TA-01494,1494,2.334375
TA-01495,1495,2.3322932917
TA-01496,1496,2.3302180685
TA-01503,1503,2.3374805599
TA-01505,1505,2.3369565217
TA-01509,1509,2.3395348837
TA-01515,1515,2.3452012384
TA-01516,1516,2.343122102
TA-01517,1517,2.3410493827
TA-01519,1519,2.3405238829
TA-01521,1521,2.34
TA-01523,1523,2.3394777266
TA-01527,1527,2.3420245399
TA-01529,1529,2.3415007657
TA-01530,1530,2.3394495413
TA-01533,1533,2.3404580153
TA-01537,1537,2.3429878049
TA-01538,1538,2.3409436834
TA-01540,1540,2.3404255319
TA-01542,1542,2.339908953
TA-01543,1543,2.3378787879
TA-01544,1544,2.3358547655
TA-01547,1547,2.336858006
TA-01548,1548,2.334841629
TA-01552,1552,2.3373493976
TA-01553,1553,2.3353383459
TA-01554,1554,2.3333333333
TA-01556,1556,2.3328335832
TA-01557,1557,2.3308383234
TA-01566,1566,2.3408071749
TA-01567,1567,2.3388059701
TA-01568,1568,2.3368107303
TA-01569,1569,2.3348214286
TA-01570,1570,2.3328380386
TA-01582,1582,2.3471810089
TA-01583,1583,2.3451851852
TA-01584,1584,2.3431952663
TA-01586,1586,2.3426883309
TA-01587,1587,2.3407079646
TA-01589,1589,2.3402061856
TA-01592,1592,2.3411764706
TA-01594,1594,2.3406754772
TA-01595,1595,2.3387096774
TA-01597,1597,2.3382137628
TA-01600,1600,2.3391812865
TA-01604,1604,2.3416058394
TA-01605,1605,2.3396501458
TA-01607,1607,2.3391557496
TA-01609,1609,2.3386627907
TA-01610,1610,2.3367198839
TA-01617,1617,2.3434782609
TA-01619,1619,2.3429811867
TA-01621,1621,2.3424855491
TA-01623,1623,2.341991342
TA-01624,1624,2.3400576369
TA-01630,1630,2.345323741
TA-01633,1633,2.3462643678
TA-01637,1637,2.3486370158
TA-01639,1639,2.3481375358
TA-01641,1641,2.347639485
TA-01649,1649,2.3557142857
TA-01650,1650,2.3537803138
TA-01654,1654,2.3561253561
TA-01655,1655,2.3541963016
TA-01658,1658,2.3551136364
TA-01660,1660,2.3546099291
TA-01663,1663,2.3555240793
TA-01665,1665,2.3550212164
TA-01667,1667,2.354519774
TA-01670,1670,2.3554301834
TA-01673,1673,2.3563380282
TA-01674,1674,2.3544303797
TA-01676,1676,2.3539325843
TA-01679,1679,2.3548387097
TA-01680,1680,2.3529411765
TA-01681,1681,2.351048951
TA-01682,1682,2.3491620112
TA-01683,1683,2.3472803347
TA-01684,1684,2.3454038997
TA-01686,1686,2.3449235049
TA-01704,1704,2.3666666667
TA-01706,1706,2.3661581137
TA-01707,1707,2.364265928
TA-01710,1710,2.3651452282
TA-01716,1716,2.3701657459
TA-01718,1718,2.3696551724
TA-01719,1719,2.367768595
TA-01721,1721,2.3672627235
TA-01723,1723,2.3667582418
TA-01728,1728,2.3703703704
TA-01729,1729,2.3684931507
TA-01730,1730,2.366621067
TA-01731,1731,2.3647540984
TA-01736,1736,2.3683492497
TA-01738,1738,2.3678474114
TA-01739,1739,2.3659863946
TA-01742,1742,2.3668478261
TA-01743,1743,2.3649932157
TA-01746,1746,2.3658536585
TA-01748,1748,2.3653585927
TA-01756,1756,2.372972973
TA-01757,1757,2.371120108
TA-01758,1758,2.3692722372
TA-01760,1760,2.3687752355
TA-01761,1761,2.3669354839
TA-01762,1762,2.3651006711
TA-01763,1763,2.3632707775
TA-01764,1764,2.3614457831
TA-01767,1767,2.3622994652
TA-01769,1769,2.3618157543
TA-01771,1771,2.3613333333
TA-01773,1773,2.3608521971
TA-01774,1774,2.3590425532
TA-01777,1777,2.3598937583
TA-01779,1779,2.3594164456
TA-01780,1780,2.357615894
TA-01781,1781,2.3558201058
TA-01783,1783,2.3553500661
TA-01784,1784,2.3535620053
TA-01787,1787,2.3544137022
TA-01788,1788,2.3526315789
TA-01789,1789,2.3508541393
TA-01791,1791,2.3503937008
TA-01793,1793,2.3499344692
TA-01797,1797,2.3520942408
TA-01802,1802,2.3555555556
TA-01805,1805,2.3563968668
TA-01811,1811,2.3611473272
TA-01816,1816,2.3645833333
TA-01817,1817,2.3628088427
TA-01818,1818,2.361038961
TA-01821,1821,2.3618677043
TA-01822,1822,2.3601036269
TA-01823,1823,2.3583441138
TA-01828,1828,2.3617571059
TA-01829,1829,2.36
TA-01830,1830,2.3582474227
TA-01831,1831,2.3564993565
TA-01834,1834,2.3573264781
TA-01835,1835,2.3555840822
TA-01837,1837,2.3551282051
TA-01838,1838,2.3533930858
TA-01839,1839,2.3516624041
TA-01840,1840,2.349936143
TA-01844,1844,2.3520408163
TA-01847,1847,2.352866242
TA-01856,1856,2.3613231552
TA-01860,1860,2.3634053367
TA-01861,1861,2.3616751269
TA-01863,1863,2.36121673
TA-01865,1865,2.3607594937
TA-01866,1866,2.3590391909
TA-01867,1867,2.3573232323
TA-01873,1873,2.3619167718
TA-01874,1874,2.3602015113
TA-01875,1875,2.358490566
TA-01876,1876,2.3567839196
TA-01879,1879,2.3575909661
TA-01884,1884,2.3609022556
TA-01886,1886,2.3604505632
TA-01887,1887,2.35875
TA-01888,1888,2.3570536829
TA-01891,1891,2.3578553616
TA-01892,1892,2.3561643836
TA-01894,1894,2.355721393
TA-01895,1895,2.3540372671
TA-01897,1897,2.3535980149
TA-01899,1899,2.3531598513
TA-01906,1906,2.3589108911
TA-01907,1907,2.3572311496
TA-01908,1908,2.3555555556
TA-01911,1911,2.356350185
TA-01912,1912,2.354679803
TA-01914,1914,2.3542435424
TA-01916,1916,2.3538083538
TA-01918,1918,2.3533742331
TA-01919,1919,2.3517156863
TA-01920,1920,2.3500611995
TA-01923,1923,2.3508557457
TA-01927,1927,2.3528693529
TA-01928,1928,2.3512195122
TA-01931,1931,2.3520097442
TA-01932,1932,2.3503649635
TA-01933,1933,2.3487241798
TA-01935,1935,2.3483009709
TA-01937,1937,2.3478787879
TA-01939,1939,2.3474576271
TA-01940,1940,2.345828295
TA-01944,1944,2.347826087
TA-01947,1947,2.3486127865
TA-01949,1949,2.3481927711
TA-01952,1952,2.348977136
TA-01953,1953,2.3473557692
TA-01956,1956,2.3481392557
TA-01957,1957,2.3465227818
TA-01958,1958,2.3449101796
TA-01960,1960,2.3444976077
TA-01962,1962,2.3440860215
TA-01966,1966,2.3460620525
TA-01968,1968,2.3456495828
TA-01969,1969,2.344047619
TA-01970,1970,2.3424494649
TA-01972,1972,2.3420427553
TA-01973,1973,2.3404507711
TA-01974,1974,2.3388625592
TA-01977,1977,2.3396449704
TA-01979,1979,2.3392434988
TA-01980,1980,2.3376623377
TA-01981,1981,2.3360849057
TA-01982,1982,2.3345111896
TA-01986,1986,2.3364705882
TA-01991,1991,2.33960047
TA-01997,1997,2.3438967136
TA-01999,1999,2.3434935522
TA-02002,2002,2.3442622951
TA-02004,2004,2.3438596491
TA-02007,2007,2.3446261682
TA-02009,2009,2.3442240373
TA-02010,2010,2.3426573427
TA-02011,2011,2.3410942957
TA-02015,2015,2.3430232558
TA-02018,2018,2.343786295
TA-02022,2022,2.3457076566
TA-02024,2024,2.3453070684
TA-02025,2025,2.34375
TA-02027,2027,2.3433526012
TA-02029,2029,2.3429561201
TA-02031,2031,2.3425605536
TA-02033,2033,2.3421658986
TA-02034,2034,2.3406214039
TA-02035,2035,2.3390804598
TA-02036,2036,2.337543054
TA-02037,2037,2.3360091743
TA-02041,2041,2.3379152348
TA-02042,2042,2.3363844394
TA-02045,2045,2.3371428571
TA-02050,2050,2.3401826484
TA-02056,2056,2.3443557583
TA-02057,2057,2.3428246014
TA-02059,2059,2.3424345848
TA-02063,2063,2.3443181818
TA-02066,2066,2.3450624291
TA-02068,2068,2.3446712018
TA-02070,2070,2.3442808607
TA-02082,2082,2.3552036199
TA-02083,2083,2.3536723164
TA-02085,2085,2.3532731377
TA-02086,2086,2.3517474634
TA-02087,2087,2.3502252252
TA-02089,2089,2.3498312711
TA-02090,2090,2.3483146067
TA-02092,2092,2.3479236813
TA-02095,2095,2.3486547085
TA-02096,2096,2.3471444569
TA-02098,2098,2.3467561521
TA-02103,2103,2.3497206704
TA-02104,2104,2.3482142857
TA-02108,2108,2.3500557414
TA-02110,2110,2.3496659243
TA-02111,2111,2.3481646274
TA-02112,2112,2.3466666667
TA-02116,2116,2.3485016648
TA-02119,2119,2.3492239468
TA-02120,2120,2.3477297896
TA-02121,2121,2.3462389381
TA-02127,2127,2.3502762431
TA-02130,2130,2.3509933775
TA-02132,2132,2.3506063947
TA-02133,2133,2.3491189427
TA-02134,2134,2.3476347635
TA-02135,2135,2.3461538462
TA-02136,2136,2.34467618
TA-02137,2137,2.3432017544
TA-02138,2138,2.3417305586
